prompt,entity,status,color,number,location,paint,culture,hand,face,gender,illogical
A red bus is driving on the road,"('bus', 'road')",1,1,1,1,0,0,0,0,0,0
a red circle,"('circle',)",0,1,1,0,0,0,0,0,0,0
a red circle on top of a blue square,"('circle', 'square')",0,1,1,1,0,0,0,0,0,0
a red cube,"('cube',)",0,1,1,0,0,0,0,0,0,0
a red cube on top of a blue cube,"('cube',)",0,1,1,1,0,0,0,0,0,0
A red dragon dressed in a tuxedo and playing chess. The chess pieces are fashioned after robots.,"('dragon', 'tuxedo', 'chess', 'chess pieces')",1,1,1,1,0,0,0,0,0,2
a red fire hydrant by a brick wall,"('hydrant', 'wall')",0,1,1,1,0,0,0,0,0,0
A red hydrant on the grass,"('hydrant', 'grass')",0,1,1,1,0,0,0,0,0,0
a red lego block,"('lego block',)",0,1,1,0,0,0,0,0,0,0
a red sphere,"('sphere',)",0,1,1,0,0,0,0,0,0,0
a red sphere on top of a yellow box,"('sphere', 'box')",0,1,1,1,0,0,0,0,0,0
a red sport bike,"('sport bike',)",0,1,1,0,0,0,0,0,0,0
a red sports car on the road,"('road', 'car')",0,1,1,1,0,0,0,0,0,0
a red swirl above a black dashed line.,"('swirl', 'dashed line')",0,1,1,1,0,0,0,0,0,0
a red train is coming down the beach,"('train', 'beach')",1,1,1,1,0,0,0,0,0,0
A rhino beetle this size of a tank grapples a real life passenger airplane on the tarmac,"('rhino beetle', 'tank', 'airplane', 'tarmac')",1,0,1,1,0,0,0,0,0,2
A richly textured oil painting of a young badger delicately sniffing a yellow rose next to a tree trunk. A small waterfall can be seen in the background.,"('painting', 'badger', 'rose', 'tree trunk', 'waterfall', 'background')",1,1,1,1,1,0,0,0,0,0
a river with people swimming in it as a boat goes by,"('river', 'people', 'boat')",1,0,1,1,0,0,0,2,0,0
a road,"('road',)",0,0,1,0,0,0,0,0,0,0
a road ruined by an earthquake,"('road', 'earthquake')",0,0,1,0,0,0,0,0,0,0
a roast turkey,"('turkey',)",0,0,1,0,0,0,0,0,0,0
a roast turkey being taken out of the oven,"('roast turkey', 'oven')",0,0,1,0,0,0,0,0,0,0
a roast turkey on the table,"('roast turkey', 'table')",0,0,1,1,0,0,0,0,0,0
a robot,"('robot',)",0,0,1,0,0,0,0,0,0,0
a robot cooking,"('robot',)",1,0,1,0,0,0,2,0,0,0
a robot cooking in the kitchen,"('robot', 'kitchen')",1,0,1,1,0,0,2,0,0,0
A robot gives a wombat an orange and a lemur a banana.,"('robot', 'wombat', 'orange', 'lemur', 'banana')",1,0,1,0,0,0,0,0,0,2
"a robot holding a sign with ""Let's PAINT!"" written on it","('robot', 'sign', ""Let's PAINT!"")",1,0,1,1,0,0,2,0,0,0
a robot kicking a soccer ball,"('robot', 'ball')",1,0,1,0,0,0,0,0,0,0
"a robot painted as graffiti on a brick wall. a sidewalk is in front of the wall, and grass is growing out of cracks in the concrete.","('robot', 'graffiti', 'wall', 'sidewalk', 'grass', 'cracks', 'concrete')",1,0,1,1,1,0,0,0,0,0
"A robot painted as graffiti on a brick wall. The words ""Fly an airplane"" are written on the wall. A sidewalk is in front of the wall, and grass is growing out of cracks in the concrete.","('robot', 'graffiti', 'wall', 'Fly an airplane', 'sidewalk', 'grass', 'cracks', 'concrete')",1,0,1,1,1,0,0,2,0,0
A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.,"('robot', 'visor', '42', 'chest', ' race car', 'sun', 'cityscape', 'view', 'illustration', '42')",1,1,1,1,0,0,0,0,0,0
a rocking chair next to the net of a tennis court,"('chair ', 'tennis court', 'net')",0,0,1,1,0,0,0,0,0,0
a room,"('room',)",0,0,1,0,0,0,0,0,0,0
a room with two chairs and a painting,"('room', 'chairs', 'painting')",0,0,1,0,0,0,0,0,0,0
a room with two chairs and a painting of the Statue of Liberty,"('room', 'chairs', 'painting', 'Statue of Liberty')",0,0,1,0,0,0,2,2,1,0
a rowboat,"('rowboat',)",0,0,1,0,0,0,0,0,0,0
a rowboat without paddles,"('rowboat', 'paddles')",0,0,1,0,0,0,0,0,0,0
a rusty fire hydrant surrounded by dirt,"('hydrant', 'dirt')",0,0,1,1,0,0,0,0,0,0
a rusty red pickup truck with white wheel rims,"('truck', 'wheel rims')",0,1,1,0,0,0,0,0,0,0
"A rusty spaceship blasts off in the foreground. A city with tall skyscrapers is in the distance, with a mountain and ocean in the background. A dark moon is in the sky. realistic high-contrast anime illustration.","('spaceship', 'city', 'skyscrapers', 'mountain', 'ocean', 'moon', 'sky')",0,1,1,1,1,0,0,0,0,0
a sad man with green hair,"('man', 'hair')",0,1,1,0,0,0,0,2,2,0
a Saint Bernard standing up with its paws in the air. A young girl is seated on the dog's shoulders.,"('Saint Bernard', 'paws', 'air', 'young girl', 'dog', 'shoulders')",1,0,1,1,0,0,0,2,1,0
a satellite image of a costal french city there is a large park on the west side and a mountain to the north. There is a cloud covering part of the image,"('satellite image', 'city', 'park', 'mountain', 'cloud')",1,0,1,1,0,0,0,0,0,0
a scientist,"('scientist',)",0,0,1,0,0,0,0,2,0,0
a scientist accepting an award,"('scientist', 'award')",1,0,1,0,0,0,2,2,0,0
a Scottish castle next to a loch,"('castle', 'loch')",0,0,1,1,0,1,0,0,0,0
a screwdriver,"('screwdriver',)",0,0,1,0,0,0,0,0,0,0
a screwdriver on a table,"('screwdriver', 'table')",0,0,1,1,0,0,0,0,0,0
A section of the Great Wall in the mountains. detailed charcoal sketch.,"('Great Wall', 'mountains')",0,0,0,1,1,0,0,0,0,0
a selfie of an old man with a white beard,"('selfie', 'old man', 'beard')",0,1,1,0,0,0,0,2,2,0
a series of musical notes,"('musical notes',)",0,0,1,0,0,0,0,0,0,0
a series of musical notes on a black t-shirt,"('musical notes', 't-shirt')",0,1,1,1,0,0,0,0,0,0
a series of musical notes on a computer screen,"('screen', 'musical notes')",0,0,1,1,0,0,0,0,0,0
"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats.","('emoji icons', 'faces', 'macarons', 'cowboy hats')",1,2,1,1,0,0,0,0,0,0
"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like dogs. All of the dogs are wearing blue turtlenecks.","('emoji icons', 'faces', 'dogs', 'turtlenecks')",1,1,1,1,0,0,0,0,0,0
"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like macaroons. All of the macaroons are wearing cowboy hats.","('emoji', 'faces', 'macaroons', 'cowboy hats')",1,0,1,1,0,0,0,0,0,0
"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like pandas. All of the pandas are wearing colorful sunglasses.","('emoji icons', 'faces', 'pandas', 'sunglasses')",1,2,1,1,0,0,0,0,0,0
"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like pigs. All of the pigs are wearing crowns.","('emoji icons', 'faces', 'pigs', 'crowns')",1,0,1,1,0,0,0,0,0,0
a shiba inu,"('shiba inu',)",0,0,1,0,0,0,0,0,0,0
a shiba inu wearing a beret and black turtleneck,"('shiba inu', 'beret', 'turtleneck')",1,1,1,1,0,0,0,0,0,2
A shiny robot wearing a race car suit and black visor stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. comic book illustration.,"('robot', 'race car suit', 'visor', 'race car', 'cityscape', 'sun', 'illustration')",1,1,1,1,1,0,0,0,0,0
"A shiny VW van in front of a cityscape. A smiling sloth stands on grass in front of the van and is wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. High-contrast oil painting.","('van', 'cityscape', 'sloth', 'grass', 'jacket', 'hat', 'kilt', 'bowtie', 'quarterstaff', 'book', 'painting')",1,1,1,1,1,0,0,0,0,0
A shiny VW van parked on grass.,"('van', 'grass')",0,1,1,1,0,0,0,0,0,0
"A shiny VW van that has flowers painted on it. A smiling sloth stands on grass in front of the van and is wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. ink sketch.","('van', 'flowers', 'sloth', 'grass', 'jacket', 'hat', 'kilt', 'bowtie', 'quarterstaff', 'book')",1,1,1,1,1,0,0,0,0,0
A shiny VW van with a cityscape painted on it and parked on grass.,"('van', 'cityscape', 'grass')",0,1,1,1,0,0,0,0,0,0
a shoe,"('shoe',)",0,0,1,0,0,0,0,0,0,0
a shoe rack without any pairs of shoes on it,"('shoe rack', 'shoes')",0,0,1,1,0,0,0,0,0,0
a shoe with a sock draped over it,"('shoe', 'sock')",0,0,1,1,0,0,0,0,0,0
a sidewalk next to a wooden post with a blue '5' painted on top,"('sidewalk', 'wooden post', '5')",0,1,1,1,0,0,0,0,0,0
a sign,"('sign',)",0,0,1,0,0,0,0,0,0,0
A sign that says Deep Learning,"('sign', 'Deep Learning')",0,0,1,0,0,0,0,0,0,0
a silver doorknocker on a mahoghany door,"('doorknocker', 'door')",0,1,1,1,0,0,0,0,0,0
a silver fire hydrant next to a sidewalk,"('hydrant', 'sidewalk')",0,1,1,1,0,0,0,0,0,0
A single beam of light enter the room from the ceiling. The beam of light is illuminating an easel. On the easel there is a Rembrandt painting of a raccoon,"('light', 'room', 'ceiling', 'easel', 'painting', 'raccoon')",1,0,1,1,0,0,0,0,0,0
a sketch of a camel next to a stream,"('sketch', 'camel', 'stream')",0,0,1,1,1,0,0,0,0,0
a sketch of a horse,"('sketch', 'horse')",0,0,1,0,1,0,0,0,0,0
a sketch of a skyscraper,"('sketch', 'skyscraper')",0,0,1,0,1,0,0,0,0,0
a sketch of a train,"('sketch', 'train')",0,0,1,0,1,0,0,0,0,0
A sloth in a go kart on a race track. The sloth is holding a banana in one hand. There is a banana peel on the track in the background.,"('sloth', 'track', 'race track', 'banana', 'hand', 'banana peel')",1,0,1,1,0,0,0,0,0,2
a small airplane,"('airplane',)",0,0,1,0,0,0,0,0,0,0
a small airplane flying over rolling hills,"('airplane', 'hills')",1,0,1,1,0,0,0,0,0,0
a small garden with an apple tree behind it,"('garden', 'tree')",0,0,1,1,0,0,0,0,0,0
a small house,"('house',)",0,0,1,0,0,0,0,0,0,0
A small house in the wilderness,"('house', 'wilderness')",0,0,1,1,0,0,0,0,0,0
a small house on a mountain top,"('house', 'mountain top')",0,0,1,1,0,0,0,0,0,0
a small kitchen with a white goat in it,"('kitchen', 'goat')",0,1,1,1,0,0,0,0,0,2
a small tree covered in white blossoms,"('tree', 'blossoms')",0,1,1,1,0,0,0,0,0,0
a smiling banana wearing a bandana,"('banana', 'bandana')",1,0,1,1,0,0,0,0,0,2
a smiling man,"('man',)",1,0,1,0,0,0,0,2,2,0
a smiling man with wavy brown hair and trimmed beard,"('man', 'hair', 'beard')",1,1,1,0,0,0,0,2,2,0
a smiling sloth,"('sloth',)",1,0,1,0,0,0,0,0,0,0
"A smiling sloth is wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. The sloth is standing on grass a few feet in front of a shiny VW van with flowers painted on it. wide-angle lens from below.","('sloth', 'jacket', 'hat', 'kilt', 'bowtie', 'quarterstaff', 'book', 'grass', 'feet', 'van', 'flowers', 'lens')",1,1,1,1,0,0,0,0,0,2
A smiling sloth wearing a bowtie and holding a quarterstaff and a big book.,"('sloth', 'bowtie', 'quarterstaff', 'book')",1,0,1,1,0,0,0,0,0,2
A smiling sloth wearing a bowtie and holding a quarterstaff and a big book. A shiny VW van parked on grass.,"('sloth', 'bowtie', 'quarterstaff', 'book', 'van', 'grass')",1,1,1,1,0,0,0,0,0,2
"A smiling sloth wearing a leather jacket, a cowboy hat and a kilt.","('sloth', 'jacket', 'hat', 'kilt')",1,0,1,1,0,0,0,0,0,2
"A smiling sloth wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book.","('sloth', 'jacket', 'hat', 'kilt', 'bowtie', 'quarterstaff', 'book')",1,0,1,1,0,0,0,0,0,2
"A smiling sloth wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. A shiny VW van with a cityscape painted on it and parked on grass.","('sloth', 'jacket', 'hat', 'kilt', 'bowtie', 'quarterstaff', 'book', 'van', 'cityscape', 'grass')",1,1,1,1,0,0,0,0,0,2
"A smiling sloth wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. The sloth stands a few feet in front of a shiny VW van. The van has a cityscape painted on it and parked on grass.","('sloth', 'jacket', 'hat', 'kilt', 'bowtie', 'quarterstaff', 'book', 'van', 'cityscape', 'grass')",1,1,1,1,0,0,0,0,0,2
"A smiling sloth wearing a leather jacket, bowtie, kilt and cowboy hat. The sloth is holding a quarterstaff and a big book. The sloth is standing on grass a few feet in front of a rusty old VW van with flowers painted on it. wide-angle lens from below.","('sloth', 'jacket', 'bowtie', 'kilt', 'hat', 'quarterstaff', 'book', 'grass', 'feet', 'van', 'flowers', 'lens')",1,1,1,1,0,0,0,0,0,2
a snail,"('snail',)",0,0,1,0,0,0,0,0,0,0
a snail made of harp,"('snail', 'harp')",0,0,1,0,0,0,0,0,0,0
a snake curled around a wooden post,"('snake', 'wooden post')",0,0,1,1,0,0,0,0,0,0
a snowy owl standing in a grassy field,"('owl', 'field')",1,0,1,1,0,0,0,0,0,0
a soccer ball flying over a car,"('ball', 'car')",1,0,1,1,0,0,0,0,0,0
A soft beam of light shines down on an armored granite wombat warrior statue holding a broad sword. The statue stands an ornate pedestal in the cella of a temple. wide-angle lens. anime oil painting.,"('light', 'wombat', 'statue', 'sword', 'pedestal', 'cella', 'temple', 'painting', 'warrior')",0,1,1,1,1,0,0,0,0,0
A solitary figure shrouded in mists peers up from the cobble stone street at the imposing and dark gothic buildings surrounding it. an old-fashioned lamp shines nearby. oil painting.,"('figure', 'mists', 'street', 'buildings', 'lamp', 'painting', 'cobble stone')",1,1,1,1,1,1,0,0,0,0
a space elevator,"('space elevator',)",0,0,1,0,0,0,0,0,0,0
a spaceship hovering over The Alamo,"('spaceship', 'Alamo')",1,0,1,1,0,0,0,0,0,2
a spaceship landing on the Great Wall,"('spaceship', 'Great Wall')",1,0,1,1,0,0,0,0,0,2
A spaceship made of cardboard.,"('cardboard', 'spaceship')",0,0,1,0,0,0,0,0,0,0
a spaceship that looks like the Sydney Opera House,"('spaceship', 'Opera House')",0,0,1,0,0,1,0,0,0,0
a sphere,"('sphere',)",0,0,1,0,0,0,0,0,0,0
"a sport car melting into a clock, surrealist painting in the style of Salvador Dali","('car', 'clock', 'painting')",1,0,1,1,1,0,0,0,0,0
a square with an angry face,"('square', 'face')",0,0,1,0,0,0,0,0,0,2
a squirrel,"('squirrel',)",0,0,1,0,0,0,0,0,0,0
A squirrel gives an apple to a bird,"('squirrel', 'apple', 'bird')",1,0,1,0,0,0,0,0,0,2
a squirrel in a field,"('squirrel', 'field')",0,0,1,1,0,0,0,0,0,0
a squirrel in a forest,"('squirrel', 'forest')",0,0,1,1,0,0,0,0,0,0
a squirrell driving a toy car,"('squirrell', 'toy car')",1,0,1,0,0,0,0,0,0,2
a stack of three red cubes with a blue sphere on the right and two green cones on the left,"('cubes', 'sphere', 'cones')",0,1,1,1,0,0,0,0,0,0
a stained glass window depicting a calm tyrannosaurus rex,"('glass window', 'tyrannosaurus rex')",1,2,1,0,0,0,0,0,0,0
a stained glass window of a panda eating bamboo,"('glass window', 'panda', 'bamboo')",1,2,1,0,0,0,0,0,0,0
a statue,"('statue',)",0,0,1,0,0,0,0,0,0,0
"a statue of Abraham Lincoln wearing an opaque and shiny astronaut's helmet. The statue sits on the moon, with the planet Earth in the sky.","('statue', 'helmet', 'moon', 'Earth', 'sky')",1,1,1,1,0,0,0,2,0,0
a steam locomotive speeding through a desert,"('steam locomotive', 'desert')",1,0,1,1,0,0,0,0,0,0
a Stegasaurus,"('Stegasaurus',)",0,0,1,0,0,0,0,0,0,0
a Stegasaurus eating ferns,"('Stegasaurus', 'ferns')",1,0,1,0,0,0,0,0,0,0
a sticker stuck in the middle of a stop sign,"('sticker', 'sign')",0,0,1,1,0,0,0,0,0,0
a still life painting of a pair of shoes,"('painting', 'shoes')",0,0,1,0,1,0,0,0,0,0
a stone bust next to an egg and an eggplant,"('bust', 'egg', 'eggplant')",0,0,1,1,0,0,0,0,0,0
a stone path,"('path',)",0,0,1,0,0,0,0,0,0,0
a stone path leading away from a fountain,"('path', 'fountain')",1,0,1,0,0,0,0,0,0,0
a stop sigh with 'ALL WAY' written below it,"('sigh', 'ALL WAY')",0,0,1,1,0,0,0,0,0,0
a stop sign,"('sign',)",0,0,1,0,0,0,0,0,0,0
a stop sign knocked over on a sidewalk,"('sign', 'sidewalk')",0,0,1,1,0,0,0,0,0,0
a stop sign with a blue background,"('sign', 'background')",0,1,1,0,0,0,0,0,0,0
a stop sign with a large tree behind it,"('sign', 'tree')",0,0,1,1,0,0,0,0,0,0
a store front,"('store front',)",0,0,1,0,0,0,0,0,0,0
a store front that has the word ��openai�� written on it.,"('store', 'openai')",0,0,1,1,0,0,0,0,0,0
a store front with 'AwesomePurchase' written on it,"('store', 'AwesomePurchase')",0,0,1,1,0,0,0,0,0,0
a store front with 'Grassy Meadow' written on it,"('store', 'Grassy Meadow')",0,0,1,1,0,0,0,0,0,0
a stork playing a violin,"('stork', 'violin')",1,0,1,0,0,0,0,0,0,2
a street,"('street',)",0,0,1,0,0,0,0,0,0,0
a street in Paris,"('street',)",0,0,1,1,0,1,0,0,0,0
a street with several cars on it,"('street', 'cars')",0,0,1,1,0,0,0,0,0,0
a street without vehicles,"('street', 'vehicles')",0,0,1,0,0,0,0,0,0,0
a Styracosaurus,"('Styracosaurus',)",0,0,1,0,0,0,0,0,0,0
a Styracosaurus displaying its horns,"('Styracosaurus', 'horns')",1,0,1,0,0,0,0,0,0,0
a submarine,"('submarine',)",0,0,1,0,0,0,0,0,0,0
a submarine floating past a shark,"('submarine', 'shark')",1,0,1,1,0,0,0,0,0,0
a subway train,"('subway train',)",0,0,1,0,0,0,0,0,0,0
a subway train coming out of a tunnel,"('subway train', 'tunnel')",1,0,1,1,0,0,0,0,0,0
a subway train in an empty station,"('subway train', 'station')",0,0,1,1,0,0,0,0,0,0
a subway train with no cows in it,"('subway train', 'cows')",0,0,1,1,0,0,0,0,0,0
a summer tree without any leaves,"('tree', 'leaves')",0,0,1,0,0,0,0,0,0,2
a sunken ship at the bottom of the ocean,"('ship', 'ocean')",0,0,1,1,0,0,0,0,0,0
A sunken ship becomes the homeland of fish.,"('ship', 'fish', 'homeland')",0,0,1,0,0,0,0,0,0,0
a sunken submarine at the bottom of the ocean,"('submarine', 'ocean')",0,0,1,1,0,0,0,0,0,0
a sunset,"('sunset',)",0,0,1,0,0,0,0,0,0,0
a sunset behind the grand canyon,"('sunset', 'canyon')",0,0,1,1,0,0,0,0,0,0
"a super math wizard cat, richly textured oil painting","('cat', 'painting')",0,0,1,0,1,0,0,0,0,0
a surrealist dream-like oil painting by salvador dal�� of a cat playing checkers,"('painting', 'cat', 'checkers')",1,0,1,0,1,0,0,0,0,0
a sweatshirt,"('sweatshirt',)",0,0,1,0,0,0,0,0,0,0
a sweatshirt with 'Batch Norm' written on it,"('sweatshirt', 'Batch Norm')",0,0,1,1,0,0,0,0,0,0
a sword,"('sword',)",0,0,1,0,0,0,0,0,0,0
a sword in a stone,"('sword', 'stone')",0,0,1,1,0,0,0,0,0,0
a sword slicing through a loaf of bread,"('sword', 'bread')",1,0,1,0,0,0,0,0,0,0
a tabby cat coming through a door,"('cat', 'door')",1,0,1,0,0,0,0,0,0,0
"A table full of food. There is a plate of chicken rice, a bowl of bak chor mee, and a bowl of laksa.","('table', 'food', 'chicken rice', 'bak chor mee', 'laksa')",0,0,1,1,0,0,0,0,0,0
a tall horse next to a red car,"(' horse', 'car')",0,1,1,1,0,0,0,0,0,0
a tall man stooping down to enter a low red sports car,"('man', 'car')",1,1,1,1,0,0,0,2,2,0
a taxi,"('taxi',)",0,0,1,0,0,0,0,0,0,0
a taxi driving in the countryside,"('taxi', 'countryside')",1,0,1,1,0,0,0,0,0,0
a team,"('team',)",0,0,1,0,0,0,0,0,0,0
a team playing baseball,"('team', 'baseball')",1,0,1,0,0,0,0,0,0,0
a team playing baseball at the beach,"('team', 'baseball', 'beach')",1,0,1,1,0,0,2,2,0,0
a teapot,"('teapot',)",0,0,1,0,0,0,0,0,0,0
a teddy bear on a skateboard,"('teddy bear', 'skateboard')",0,0,1,1,0,0,0,0,0,0
a teddy bear on a skateboard in times square,"('teddy bear', 'skateboard', 'square')",0,0,1,1,0,0,0,0,0,2
a teddy bear to the right of a toy car,"('teddy bear', 'toy car')",0,0,1,1,0,0,0,0,0,0
A teddy bear wearing a motorcycle helmet and cape is car surfing on a taxi cab in New York City,"('teddy bear', 'helmet', 'cape', 'taxi cab', 'City')",1,0,1,1,0,1,0,0,0,2
A teddy bear wearing a motorcycle helmet and cape is driving a speed boat near the Golden Gate Bridge,"('teddy bear', 'helmet', 'cape', 'boat', 'the Golden Gate Bridge')",1,0,1,1,0,0,0,0,0,2
A teddy bear wearing a motorcycle helmet and cape is riding a motorcycle in Rio de Janeiro with Dois Irm_os in the background,"('teddy bear', 'helmet', 'cape', 'motorcycle', 'Dois Irm_os')",1,0,1,1,0,1,0,0,0,2
A teddy bear wearing a motorcycle helmet and cape is standing in front of Loch Awe with Kilchurn Castle behind him,"('teddy bear', 'helmet', 'cape', 'Loch Awe', 'Castle')",1,0,1,1,0,0,0,0,0,2
"A teddybear on a skateboard in Times Square, doing tricks on a cardboard box ramp.","('teddybear', 'skateboard', 'Square', 'cardboard box', 'ramp')",1,0,1,1,0,0,0,0,0,2
A television made of water that displays an image of a cityscape at night.,"('television', 'water', 'image', 'cityscape')",1,0,1,0,0,0,0,0,0,2
a tennis court,"('tennis court',)",0,0,1,0,0,0,0,0,0,0
a tennis court that is very wet from lots of rain,"('tennis court', 'rain')",0,0,1,0,0,0,0,0,0,0
a tennis court with a basketball hoop in one corner,"('tennis court', 'basketball hoop', 'corner')",0,0,1,1,0,0,0,0,0,0
a tennis court with tennis balls scattered all over it,"('court', 'tennis balls')",0,0,1,1,0,0,0,0,0,0
a tennis court with three yellow cones on it,"('court', 'cones')",0,1,1,1,0,0,0,0,0,0
a tennis match in the style of Egyptian hieroglyphic tomb paintings,"('tennis match', 'paintings')",0,0,1,0,1,0,0,0,0,0
a three quarters view of a man getting into a car,"('view', 'man', 'car')",1,0,1,0,0,0,0,2,2,0
a throw rug on a stone floor,"('rug', 'floor', 'stone')",0,0,1,1,0,0,0,0,0,0
a thumbnail image of a gingerbread man,"('image', 'gingerbread man')",0,0,1,0,0,0,0,0,0,0
a thumbnail image of a horse and cart,"('image', 'horse', 'cart')",0,0,1,0,0,0,0,0,0,0
a thumbnail image of a person skiing,"('image', 'person')",1,0,1,0,0,0,2,2,0,0
a thumbnail image of an ice cream cone,"('image', 'ice cream cone')",0,0,1,0,0,0,0,0,0,0
a tidal wave,"('tidal wave',)",0,0,1,0,0,0,0,0,0,0
a tidal wave approaching a coastal road,"('tidal wave', 'road')",1,0,1,0,0,0,0,0,0,0
a tiger,"('tiger',)",0,0,1,0,0,0,0,0,0,0
a tiger in a field,"('tiger', 'field')",0,0,1,1,0,0,0,0,0,0
a tiger in a forest,"('forest', 'tiger')",0,0,1,1,0,0,0,0,0,0
A tiger is playing football,"('tiger', 'football')",1,0,1,0,0,0,0,0,0,2
a tiger standing by some flowers,"('tiger', 'flowers')",1,0,1,1,0,0,0,0,0,0
a tiger wearing a tuxedo,"('tiger', 'tuxedo')",0,0,1,1,0,0,0,0,0,2
a tiny dragon landing on a knight's shield,"('dragon', 'shield')",1,0,1,1,0,0,0,0,0,2
a tiny football in front of three yellow tennis balls,"('football', 'tennis balls')",0,1,1,1,0,0,0,0,0,0
a toaster,"('toaster',)",0,0,1,0,0,0,0,0,0,0
a toaster shaking hands with a microwave,"('toaster', ' hands', 'microwave')",1,0,1,0,0,0,2,0,0,2
a top down view of a horse running in a field,"('view', 'horse', 'field')",1,0,1,1,0,0,0,0,0,0
a tornado,"('tornado',)",0,0,1,0,0,0,0,0,0,0
A tornado made of bees crashing into a skyscraper. painting in the style of abstract cubism.,"('tornado', 'bees', 'skyscraper', 'painting')",1,0,1,0,1,0,0,0,0,0
A tornado made of bees crashing into a skyscraper. painting in the style of Hokusai.,"('tornado', 'bees', 'skyscraper', 'painting')",1,0,1,0,1,0,0,0,0,0
A tornado made of bees crashing into a skyscraper. painting in the style of watercolor.,"('tornado', 'bees', 'skyscraper', 'painting')",1,0,1,0,1,0,0,0,0,0
A tornado made of sharks crashing into a skyscraper. painting in the style of abstract cubism.,"('tornado', 'sharks', 'skyscraper', 'painting')",1,0,1,0,1,0,0,0,0,0
A tornado made of sharks crashing into a skyscraper. painting in the style of Hokusai.,"('tornado', 'sharks', 'skyscraper', 'painting')",1,0,1,0,1,0,0,0,0,0
A tornado made of sharks crashing into a skyscraper. painting in the style of watercolor.,"('tornado', 'sharks', 'skyscraper', 'painting')",1,0,1,0,1,0,0,0,0,0
A tornado made of tigers crashing into a skyscraper. painting in the style of abstract cubism.,"('tornado', 'tigers', 'skyscraper', 'painting')",1,0,1,0,1,0,0,0,0,0
A tornado made of tigers crashing into a skyscraper. painting in the style of Hokusai.,"('tornado', 'tigers', 'skyscraper', 'painting')",1,0,1,0,1,0,0,0,0,0
A tornado made of tigers crashing into a skyscraper. painting in the style of watercolor.,"('tornado', 'tigers', 'skyscraper', 'painting')",1,0,1,0,1,0,0,0,0,0
a tornado passing over a corn field,"('tornado', 'field')",1,0,1,1,0,0,0,0,0,0
a tornado with a house carried along at its top,"('tornado', 'house')",0,0,1,1,0,0,0,0,0,0
A tourist is looking at a whale using a binocular,"('tourist', 'whale', 'binocular')",1,0,1,0,0,0,2,2,0,0
a towel,"('towel',)",0,0,1,0,0,0,0,0,0,0
a toy car in front of a teddy bear,"('toy car', 'teddy bear')",0,0,1,1,0,0,0,0,0,0
a traffic jam at Times Square,"('traffic jam', 'Square')",0,0,0,1,0,0,0,0,0,0
a train,"('train',)",0,0,1,0,0,0,0,0,0,0
a train going to the moon,"('train', 'moon')",1,0,1,0,0,0,0,0,0,2
A train ride in the monsoon rain in Kerala. With a Koala bear wearing a hat looking out of the window. There is a lot of coconut trees out of the window.,"('train', 'rain', 'Koala bear ', 'hat', 'window', 'trees')",1,0,1,1,0,0,0,0,0,2
a trash bin,"('trash bin',)",0,0,1,0,0,0,0,0,0,0
a tree,"('tree',)",0,0,1,0,0,0,0,0,0,0
a tree growing out of the middle of an intersection,"('tree', 'intersection')",1,0,1,1,0,0,0,0,0,0
a tree growing through a fence,"('tree', 'fence')",1,0,1,1,0,0,0,0,0,0
a tree reflected in the hood of a blue car,"('tree', 'hood', 'car')",0,1,1,1,0,0,0,0,0,0
a tree reflected in the sunroof of a blue car,"('tree', 'sunroof', 'car')",0,1,1,1,0,0,0,0,0,0
a tree surrounded by flowers,"('tree', 'flowers')",0,0,1,1,0,0,0,0,0,0
a tree with leaves that look like purple balloons,"('tree', 'leaves', 'balloons')",0,1,1,0,0,0,0,0,0,0
a triangle with a smiling face,"('triangle', 'smiling face')",0,0,1,0,0,0,0,0,0,2
a Triceratops,"('Triceratops',)",0,0,1,0,0,0,0,0,0,0
a Triceratops charging down a hill,"('Triceratops', 'hill')",1,0,1,1,0,0,0,0,0,0
a t-shirt,"('t-shirt',)",0,0,1,0,0,0,0,0,0,0
a t-shirt with 'ANKH' written on it,"('t-shirt', 'ANKH')",0,0,1,1,0,0,0,0,0,0
a t-shirt with 'Archaelogy Rocks!' written on it,"('t-shirt', 'Archaelogy Rocks!')",0,0,1,1,0,0,0,0,0,0
